code,label
087193.2,Pop
087193.3,Pop
126944.2,Rock
126944.3,Rock
126944.1,Rock
126944.0,Rock
113018.2,Pop
113018.3,Pop
113018.1,Pop
113018.0,Pop
123761.2,Instrumental
123761.3,Instrumental
123761.1,Instrumental
123761.0,Instrumental
131942.2,International
131942.3,International
131942.1,International
131942.0,International
038966.3,Experimental
038966.2,Experimental
038966.0,Experimental
038966.1,Experimental
073522.2,Rock
073522.3,Rock
073522.1,Rock
073522.0,Rock
099437.3,Rock
099437.2,Rock
099437.0,Rock
099437.1,Rock
043026.3,International
043026.2,International
043026.0,International
043026.1,International
113265.3,International
113265.2,International
113265.0,International
113265.1,International
139485.3,Instrumental
139485.2,Instrumental
139485.0,Instrumental
139485.1,Instrumental
106956.3,Rock
106956.2,Rock
106956.0,Rock
106956.1,Rock
012351.3,Folk
012351.2,Folk
012351.0,Folk
012351.1,Folk
043865.3,Hip-Hop
043865.2,Hip-Hop
043865.0,Hip-Hop
043865.1,Hip-Hop
024363.1,International
024363.0,International
024363.2,International
024363.3,International
130964.1,Folk
130964.0,Folk
130964.2,Folk
130964.3,Folk
090993.1,Hip-Hop
090993.0,Hip-Hop
090993.2,Hip-Hop
090993.3,Hip-Hop
121452.2,Electronic
121452.3,Electronic
121452.1,Electronic
121452.0,Electronic
000709.2,International
000709.3,International
000709.1,International
000709.0,International
118060.1,Instrumental
118060.0,Instrumental
118060.2,Instrumental
118060.3,Instrumental
042045.0,Hip-Hop
042045.1,Hip-Hop
042045.3,Hip-Hop
042045.2,Hip-Hop
003624.0,Rock
003624.1,Rock
003624.3,Rock
003624.2,Rock
021997.1,Pop
021997.0,Pop
021997.2,Pop
021997.3,Pop
011769.0,Hip-Hop
011769.1,Hip-Hop
011769.3,Hip-Hop
011769.2,Hip-Hop
057418.0,Instrumental
057418.1,Instrumental
057418.3,Instrumental
057418.2,Instrumental
146879.0,Electronic
146879.1,Electronic
146879.3,Electronic
146879.2,Electronic
150267.2,Instrumental
150267.3,Instrumental
150267.1,Instrumental
150267.0,Instrumental
043533.2,International
043533.3,International
043533.1,International
043533.0,International
116116.2,Experimental
116116.3,Experimental
116116.1,Experimental
116116.0,Experimental
124519.2,Experimental
124519.3,Experimental
124519.1,Experimental
124519.0,Experimental
147261.2,Hip-Hop
147261.3,Hip-Hop
147261.1,Hip-Hop
147261.0,Hip-Hop
067361.0,Pop
067361.1,Pop
067361.3,Pop
067361.2,Pop
071304.3,Rock
071304.2,Rock
071304.0,Rock
071304.1,Rock
131451.3,Pop
131451.2,Pop
131451.0,Pop
131451.1,Pop
122683.0,Rock
122683.1,Rock
122683.3,Rock
122683.2,Rock
144937.1,Pop
144937.0,Pop
144937.2,Pop
144937.3,Pop
019441.0,Pop
019441.1,Pop
019441.3,Pop
019441.2,Pop
021228.1,Hip-Hop
021228.0,Hip-Hop
021228.2,Hip-Hop
021228.3,Hip-Hop
105715.1,Folk
105715.0,Folk
105715.2,Folk
105715.3,Folk
147059.3,Experimental
147059.2,Experimental
147059.0,Experimental
147059.1,Experimental
010577.2,Folk
010577.3,Folk
010577.1,Folk
010577.0,Folk
115697.1,Electronic
115697.0,Electronic
115697.2,Electronic
115697.3,Electronic
127298.1,Pop
127298.0,Pop
127298.2,Pop
127298.3,Pop
120161.0,Experimental
120161.1,Experimental
120161.3,Experimental
120161.2,Experimental
024899.1,Experimental
024899.0,Experimental
024899.2,Experimental
024899.3,Experimental
137167.0,Instrumental
137167.1,Instrumental
137167.3,Instrumental
137167.2,Instrumental
000822.2,Pop
000822.3,Pop
000822.1,Pop
000822.0,Pop
082631.0,International
082631.1,International
082631.3,International
082631.2,International
054570.2,International
054570.3,International
054570.1,International
054570.0,International
100975.1,Electronic
100975.0,Electronic
100975.2,Electronic
100975.3,Electronic
107426.1,Electronic
107426.0,Electronic
107426.2,Electronic
107426.3,Electronic
108026.0,Instrumental
108026.1,Instrumental
108026.3,Instrumental
108026.2,Instrumental
078849.0,Hip-Hop
078849.1,Hip-Hop
078849.3,Hip-Hop
078849.2,Hip-Hop
062193.0,International
062193.1,International
062193.3,International
062193.2,International
057665.1,International
057665.0,International
057665.2,International
057665.3,International
142093.2,Hip-Hop
142093.3,Hip-Hop
142093.1,Hip-Hop
142093.0,Hip-Hop
126412.3,Instrumental
126412.2,Instrumental
126412.0,Instrumental
126412.1,Instrumental
030520.3,Electronic
030520.2,Electronic
030520.0,Electronic
030520.1,Electronic
069747.2,Pop
069747.3,Pop
069747.1,Pop
069747.0,Pop
108865.0,International
108865.1,International
108865.3,International
108865.2,International
038884.1,Experimental
038884.0,Experimental
038884.2,Experimental
038884.3,Experimental
106463.1,Rock
106463.0,Rock
106463.2,Rock
106463.3,Rock
116175.1,Instrumental
116175.0,Instrumental
116175.2,Instrumental
116175.3,Instrumental
119575.0,Experimental
119575.1,Experimental
119575.3,Experimental
119575.2,Experimental
044803.1,Experimental
044803.0,Experimental
044803.2,Experimental
044803.3,Experimental
085307.3,Pop
085307.2,Pop
085307.0,Pop
085307.1,Pop
093919.1,Instrumental
093919.0,Instrumental
093919.2,Instrumental
093919.3,Instrumental
125721.3,Pop
125721.2,Pop
125721.0,Pop
125721.1,Pop
128814.2,Instrumental
128814.3,Instrumental
128814.1,Instrumental
128814.0,Instrumental
072072.3,Electronic
072072.2,Electronic
072072.0,Electronic
072072.1,Electronic
148602.0,Folk
148602.1,Folk
148602.3,Folk
148602.2,Folk
124393.0,Rock
124393.1,Rock
124393.3,Rock
124393.2,Rock
112770.2,Electronic
112770.3,Electronic
112770.1,Electronic
112770.0,Electronic
069188.0,Pop
069188.1,Pop
069188.3,Pop
069188.2,Pop
043768.0,International
043768.1,International
043768.3,International
043768.2,International
069761.1,Folk
069761.0,Folk
069761.2,Folk
069761.3,Folk
064854.0,Experimental
064854.1,Experimental
064854.3,Experimental
064854.2,Experimental
139522.1,Folk
139522.0,Folk
139522.2,Folk
139522.3,Folk
108843.3,Hip-Hop
108843.2,Hip-Hop
108843.0,Hip-Hop
108843.1,Hip-Hop
112199.3,Experimental
112199.2,Experimental
112199.0,Experimental
112199.1,Experimental
019422.3,Pop
019422.2,Pop
019422.0,Pop
019422.1,Pop
086486.0,Instrumental
086486.1,Instrumental
086486.3,Instrumental
086486.2,Instrumental
001259.3,Experimental
001259.2,Experimental
001259.0,Experimental
001259.1,Experimental
000002.1,Hip-Hop
000002.0,Hip-Hop
000002.2,Hip-Hop
000002.3,Hip-Hop
027194.0,International
027194.1,International
027194.3,International
027194.2,International
108494.3,Hip-Hop
108494.2,Hip-Hop
108494.0,Hip-Hop
108494.1,Hip-Hop
150079.0,International
150079.1,International
150079.3,International
150079.2,International
112735.2,Rock
112735.3,Rock
112735.1,Rock
112735.0,Rock
001688.3,International
001688.2,International
001688.0,International
001688.1,International
121922.0,International
121922.1,International
121922.3,International
121922.2,International
004013.3,Folk
004013.2,Folk
004013.0,Folk
004013.1,Folk
107251.3,International
107251.2,International
107251.0,International
107251.1,International
068582.3,Electronic
068582.2,Electronic
068582.0,Electronic
068582.1,Electronic
056249.1,Pop
056249.0,Pop
056249.2,Pop
056249.3,Pop
032021.1,Rock
032021.0,Rock
032021.2,Rock
032021.3,Rock
067553.2,Electronic
067553.3,Electronic
067553.1,Electronic
067553.0,Electronic
081782.1,Instrumental
081782.0,Instrumental
081782.2,Instrumental
081782.3,Instrumental
011918.2,Hip-Hop
011918.3,Hip-Hop
011918.1,Hip-Hop
011918.0,Hip-Hop
127206.2,Pop
127206.3,Pop
127206.1,Pop
127206.0,Pop
017610.0,International
017610.1,International
017610.3,International
017610.2,International
149075.2,Pop
149075.3,Pop
149075.1,Pop
149075.0,Pop
115474.3,Instrumental
115474.2,Instrumental
115474.0,Instrumental
115474.1,Instrumental
126220.1,Instrumental
126220.0,Instrumental
126220.2,Instrumental
126220.3,Instrumental
129620.0,Experimental
129620.1,Experimental
129620.3,Experimental
129620.2,Experimental
124915.1,Electronic
124915.0,Electronic
124915.2,Electronic
124915.3,Electronic
052631.3,Electronic
052631.2,Electronic
052631.0,Electronic
052631.1,Electronic
126018.0,Instrumental
126018.1,Instrumental
126018.3,Instrumental
126018.2,Instrumental
038879.1,Experimental
038879.0,Experimental
038879.2,Experimental
038879.3,Experimental
097373.2,Experimental
097373.3,Experimental
097373.1,Experimental
097373.0,Experimental
145189.1,Instrumental
145189.0,Instrumental
145189.2,Instrumental
145189.3,Instrumental
055119.2,Hip-Hop
055119.3,Hip-Hop
055119.1,Hip-Hop
055119.0,Hip-Hop
039488.2,Folk
039488.3,Folk
039488.1,Folk
039488.0,Folk
138355.3,Rock
138355.2,Rock
138355.0,Rock
138355.1,Rock
024842.2,International
024842.3,International
024842.1,International
024842.0,International
052409.2,Electronic
052409.3,Electronic
052409.1,Electronic
052409.0,Electronic
075376.2,Hip-Hop
075376.3,Hip-Hop
075376.1,Hip-Hop
075376.0,Hip-Hop
145760.0,Electronic
145760.1,Electronic
145760.3,Electronic
145760.2,Electronic
056034.0,Electronic
056034.1,Electronic
056034.3,Electronic
056034.2,Electronic
123097.1,Folk
123097.0,Folk
123097.2,Folk
123097.3,Folk
106277.0,Rock
106277.1,Rock
106277.3,Rock
106277.2,Rock
105144.0,Rock
105144.1,Rock
105144.3,Rock
105144.2,Rock
094803.2,Electronic
094803.3,Electronic
094803.1,Electronic
094803.0,Electronic
148208.3,Folk
148208.2,Folk
148208.0,Folk
148208.1,Folk
064625.2,Hip-Hop
064625.3,Hip-Hop
064625.1,Hip-Hop
064625.0,Hip-Hop
141143.0,Instrumental
141143.1,Instrumental
141143.3,Instrumental
141143.2,Instrumental
004070.0,International
004070.1,International
004070.3,International
004070.2,International
026169.0,Pop
026169.1,Pop
026169.3,Pop
026169.2,Pop
061492.2,Rock
061492.3,Rock
061492.1,Rock
061492.0,Rock
087643.1,Electronic
087643.0,Electronic
087643.2,Electronic
087643.3,Electronic
127265.1,Folk
127265.0,Folk
127265.2,Folk
127265.3,Folk
141592.0,International
141592.1,International
141592.3,International
141592.2,International
042139.1,Experimental
042139.0,Experimental
042139.2,Experimental
042139.3,Experimental
120775.1,Instrumental
120775.0,Instrumental
120775.2,Instrumental
120775.3,Instrumental
145746.3,Hip-Hop
145746.2,Hip-Hop
145746.0,Hip-Hop
145746.1,Hip-Hop
020667.2,Electronic
020667.3,Electronic
020667.1,Electronic
020667.0,Electronic
126243.2,Instrumental
126243.3,Instrumental
126243.1,Instrumental
126243.0,Instrumental
119979.3,Hip-Hop
119979.2,Hip-Hop
119979.0,Hip-Hop
119979.1,Hip-Hop
135091.1,Experimental
135091.0,Experimental
135091.2,Experimental
135091.3,Experimental
012481.3,Folk
012481.2,Folk
012481.0,Folk
012481.1,Folk
133970.2,Instrumental
133970.3,Instrumental
133970.1,Instrumental
133970.0,Instrumental
061006.2,Folk
061006.3,Folk
061006.1,Folk
061006.0,Folk
071510.2,Electronic
071510.3,Electronic
071510.1,Electronic
071510.0,Electronic
074376.2,Experimental
074376.3,Experimental
074376.1,Experimental
074376.0,Experimental
011794.0,Hip-Hop
011794.1,Hip-Hop
011794.3,Hip-Hop
011794.2,Hip-Hop
072605.1,Folk
072605.0,Folk
072605.2,Folk
072605.3,Folk
148075.2,International
148075.3,International
148075.1,International
148075.0,International
140926.3,Electronic
140926.2,Electronic
140926.0,Electronic
140926.1,Electronic
012050.3,Folk
012050.2,Folk
012050.0,Folk
012050.1,Folk
017636.3,International
017636.2,International
017636.0,International
017636.1,International
015540.3,Experimental
015540.2,Experimental
015540.0,Experimental
015540.1,Experimental
113164.3,Rock
113164.2,Rock
113164.0,Rock
113164.1,Rock
041812.3,Rock
041812.2,Rock
041812.0,Rock
041812.1,Rock
145703.3,Pop
145703.2,Pop
145703.0,Pop
145703.1,Pop
125156.1,Electronic
125156.0,Electronic
125156.2,Electronic
125156.3,Electronic
033064.1,Electronic
033064.0,Electronic
033064.2,Electronic
033064.3,Electronic
020372.3,Instrumental
020372.2,Instrumental
020372.0,Instrumental
020372.1,Instrumental
105414.1,Electronic
105414.0,Electronic
105414.2,Electronic
105414.3,Electronic
110764.1,Hip-Hop
110764.0,Hip-Hop
110764.2,Hip-Hop
110764.3,Hip-Hop
016340.1,Pop
016340.0,Pop
016340.2,Pop
016340.3,Pop
081660.3,Instrumental
081660.2,Instrumental
081660.0,Instrumental
081660.1,Instrumental
048437.0,Electronic
048437.1,Electronic
048437.3,Electronic
048437.2,Electronic
075438.1,Instrumental
075438.0,Instrumental
075438.2,Instrumental
075438.3,Instrumental
118674.0,Folk
118674.1,Folk
118674.3,Folk
118674.2,Folk
004520.1,Electronic
004520.0,Electronic
004520.2,Electronic
004520.3,Electronic
029039.0,Electronic
029039.1,Electronic
029039.3,Electronic
029039.2,Electronic
123973.3,Hip-Hop
123973.2,Hip-Hop
123973.0,Hip-Hop
123973.1,Hip-Hop
087968.1,Folk
087968.0,Folk
087968.2,Folk
087968.3,Folk
122153.0,Experimental
122153.1,Experimental
122153.3,Experimental
122153.2,Experimental
098205.1,Electronic
098205.0,Electronic
098205.2,Electronic
098205.3,Electronic
055286.1,Pop
055286.0,Pop
055286.2,Pop
055286.3,Pop
122910.0,Experimental
122910.1,Experimental
122910.3,Experimental
122910.2,Experimental
105451.1,Hip-Hop
105451.0,Hip-Hop
105451.2,Hip-Hop
105451.3,Hip-Hop
134930.3,International
134930.2,International
134930.0,International
134930.1,International
123936.3,Electronic
123936.2,Electronic
123936.0,Electronic
123936.1,Electronic
111393.2,Pop
111393.3,Pop
111393.1,Pop
111393.0,Pop
053159.3,International
053159.2,International
053159.0,International
053159.1,International
047072.1,Electronic
047072.0,Electronic
047072.2,Electronic
047072.3,Electronic
058164.0,Pop
058164.1,Pop
058164.3,Pop
058164.2,Pop
072784.0,Hip-Hop
072784.1,Hip-Hop
072784.3,Hip-Hop
072784.2,Hip-Hop
053588.3,Folk
053588.2,Folk
053588.0,Folk
053588.1,Folk
060535.0,International
060535.1,International
060535.3,International
060535.2,International
010676.2,Rock
010676.3,Rock
010676.1,Rock
010676.0,Rock
129968.3,Rock
129968.2,Rock
129968.0,Rock
129968.1,Rock
068891.2,Electronic
068891.3,Electronic
068891.1,Electronic
068891.0,Electronic
141299.3,Instrumental
141299.2,Instrumental
141299.0,Instrumental
141299.1,Instrumental
133445.0,Instrumental
133445.1,Instrumental
133445.3,Instrumental
133445.2,Instrumental
066689.1,Electronic
066689.0,Electronic
066689.2,Electronic
066689.3,Electronic
115922.2,Folk
115922.3,Folk
115922.1,Folk
115922.0,Folk
108301.3,Folk
108301.2,Folk
108301.0,Folk
108301.1,Folk
125618.2,Instrumental
125618.3,Instrumental
125618.1,Instrumental
125618.0,Instrumental
048454.3,Pop
048454.2,Pop
048454.0,Pop
048454.1,Pop
091315.0,Hip-Hop
091315.1,Hip-Hop
091315.3,Hip-Hop
091315.2,Hip-Hop
144216.2,Hip-Hop
144216.3,Hip-Hop
144216.1,Hip-Hop
144216.0,Hip-Hop
008256.0,Folk
008256.1,Folk
008256.3,Folk
008256.2,Folk
012526.1,Hip-Hop
012526.0,Hip-Hop
012526.2,Hip-Hop
012526.3,Hip-Hop
070005.3,Experimental
070005.2,Experimental
070005.0,Experimental
070005.1,Experimental
056521.1,Folk
056521.0,Folk
056521.2,Folk
056521.3,Folk
114941.1,International
114941.0,International
114941.2,International
114941.3,International
085492.3,Folk
085492.2,Folk
085492.0,Folk
085492.1,Folk
117252.2,Instrumental
117252.3,Instrumental
117252.1,Instrumental
117252.0,Instrumental
006448.3,Hip-Hop
006448.2,Hip-Hop
006448.0,Hip-Hop
006448.1,Hip-Hop
133638.1,Folk
133638.0,Folk
133638.2,Folk
133638.3,Folk
063292.0,Instrumental
063292.1,Instrumental
063292.3,Instrumental
063292.2,Instrumental
053302.1,International
053302.0,International
053302.2,International
053302.3,International
023041.3,Rock
023041.2,Rock
023041.0,Rock
023041.1,Rock
120203.3,Pop
120203.2,Pop
120203.0,Pop
120203.1,Pop
122936.3,Folk
122936.2,Folk
122936.0,Folk
122936.1,Folk
107954.1,International
107954.0,International
107954.2,International
107954.3,International
110111.1,Electronic
110111.0,Electronic
110111.2,Electronic
110111.3,Electronic
085428.1,Pop
085428.0,Pop
085428.2,Pop
085428.3,Pop
139876.2,Experimental
139876.3,Experimental
139876.1,Experimental
139876.0,Experimental
007491.2,Hip-Hop
007491.3,Hip-Hop
007491.1,Hip-Hop
007491.0,Hip-Hop
106937.2,Folk
106937.3,Folk
106937.1,Folk
106937.0,Folk
010805.2,Pop
010805.3,Pop
010805.1,Pop
010805.0,Pop
080835.0,Electronic
080835.1,Electronic
080835.3,Electronic
080835.2,Electronic
072565.0,Folk
072565.1,Folk
072565.3,Folk
072565.2,Folk
004784.1,Rock
004784.0,Rock
004784.2,Rock
004784.3,Rock
013928.0,Folk
013928.1,Folk
013928.3,Folk
013928.2,Folk
098299.0,International
098299.1,International
098299.3,International
098299.2,International
064992.3,Hip-Hop
064992.2,Hip-Hop
064992.0,Hip-Hop
064992.1,Hip-Hop
131789.2,Instrumental
131789.3,Instrumental
131789.1,Instrumental
131789.0,Instrumental
131923.3,Instrumental
131923.2,Instrumental
131923.0,Instrumental
131923.1,Instrumental
038907.2,Experimental
038907.3,Experimental
038907.1,Experimental
038907.0,Experimental
025324.3,Experimental
025324.2,Experimental
025324.0,Experimental
025324.1,Experimental
148168.2,Experimental
148168.3,Experimental
148168.1,Experimental
148168.0,Experimental
107911.1,Electronic
107911.0,Electronic
107911.2,Electronic
107911.3,Electronic
092282.0,Electronic
092282.1,Electronic
092282.3,Electronic
092282.2,Electronic
130940.0,Folk
130940.1,Folk
130940.3,Folk
130940.2,Folk
107583.1,Folk
107583.0,Folk
107583.2,Folk
107583.3,Folk
088960.1,Rock
088960.0,Rock
088960.2,Rock
088960.3,Rock
073192.3,Rock
073192.2,Rock
073192.0,Rock
073192.1,Rock
119027.3,Experimental
119027.2,Experimental
119027.0,Experimental
119027.1,Experimental
111974.2,Rock
111974.3,Rock
111974.1,Rock
111974.0,Rock
073565.0,Electronic
073565.1,Electronic
073565.3,Electronic
073565.2,Electronic
110172.2,Folk
110172.3,Folk
110172.1,Folk
110172.0,Folk
021995.3,Pop
021995.2,Pop
021995.0,Pop
021995.1,Pop
096699.1,Folk
096699.0,Folk
096699.2,Folk
096699.3,Folk
118062.3,Instrumental
118062.2,Instrumental
118062.0,Instrumental
118062.1,Instrumental
006803.2,International
006803.3,International
006803.1,International
006803.0,International
121450.0,Electronic
121450.1,Electronic
121450.3,Electronic
121450.2,Electronic
082918.2,Instrumental
082918.3,Instrumental
082918.1,Instrumental
082918.0,Instrumental
009678.2,Experimental
009678.3,Experimental
009678.1,Experimental
009678.0,Experimental
043867.1,Hip-Hop
043867.0,Hip-Hop
043867.2,Hip-Hop
043867.3,Hip-Hop
012353.1,Folk
012353.0,Folk
012353.2,Folk
012353.3,Folk
106954.1,Rock
106954.0,Rock
106954.2,Rock
106954.3,Rock
113267.1,International
113267.0,International
113267.2,International
113267.3,International
043024.1,International
043024.0,International
043024.2,International
043024.3,International
140266.1,Experimental
140266.0,Experimental
140266.2,Experimental
140266.3,Experimental
026017.3,Hip-Hop
026017.2,Hip-Hop
026017.0,Hip-Hop
026017.1,Hip-Hop
066650.0,Pop
066650.1,Pop
066650.3,Pop
066650.2,Pop
073520.0,Rock
073520.1,Rock
073520.3,Rock
073520.2,Rock
038964.1,Experimental
038964.0,Experimental
038964.2,Experimental
038964.3,Experimental
131940.0,International
131940.1,International
131940.3,International
131940.2,International
133275.0,Rock
133275.1,Rock
133275.3,Rock
133275.2,Rock
126105.0,Pop
126105.1,Pop
126105.3,Pop
126105.2,Pop
123763.0,Instrumental
123763.1,Instrumental
123763.3,Instrumental
123763.2,Instrumental
121415.0,Rock
121415.1,Rock
121415.3,Rock
121415.2,Rock
087191.3,Pop
087191.2,Pop
087191.0,Pop
087191.1,Pop
081033.0,Folk
081033.1,Folk
081033.3,Folk
081033.2,Folk
108531.3,Electronic
108531.2,Electronic
108531.0,Electronic
108531.1,Electronic
111154.1,Instrumental
111154.0,Instrumental
111154.2,Instrumental
111154.3,Instrumental
129997.1,Rock
129997.0,Rock
129997.2,Rock
129997.3,Rock
138070.2,Pop
138070.3,Pop
138070.1,Pop
138070.0,Pop
130923.3,Electronic
130923.2,Electronic
130923.0,Electronic
130923.1,Electronic
154308.3,Hip-Hop
154308.2,Hip-Hop
154308.0,Hip-Hop
154308.1,Hip-Hop
025796.0,International
025796.1,International
025796.3,International
025796.2,International
059711.0,International
059711.1,International
059711.3,International
059711.2,International
108867.2,International
108867.3,International
108867.1,International
108867.0,International
069745.0,Pop
069745.1,Pop
069745.3,Pop
069745.2,Pop
030522.1,Electronic
030522.0,Electronic
030522.2,Electronic
030522.3,Electronic
126410.1,Instrumental
126410.0,Instrumental
126410.2,Instrumental
126410.3,Instrumental
142091.0,Hip-Hop
142091.1,Hip-Hop
142091.3,Hip-Hop
142091.2,Hip-Hop
150018.1,Pop
150018.0,Pop
150018.2,Pop
150018.3,Pop
052001.3,International
052001.2,International
052001.0,International
052001.1,International
062191.2,International
062191.3,International
062191.1,International
062191.0,International
108024.2,Instrumental
108024.3,Instrumental
108024.1,Instrumental
108024.0,Instrumental
071938.0,Rock
071938.1,Rock
071938.3,Rock
071938.2,Rock
139994.0,Electronic
139994.1,Electronic
139994.3,Electronic
139994.2,Electronic
126882.1,Instrumental
126882.0,Instrumental
126882.2,Instrumental
126882.3,Instrumental
096718.0,Rock
096718.1,Rock
096718.3,Rock
096718.2,Rock
072056.2,Folk
072056.3,Folk
072056.1,Folk
072056.0,Folk
010575.0,Folk
010575.1,Folk
010575.3,Folk
010575.2,Folk
074389.0,Experimental
074389.1,Experimental
074389.3,Experimental
074389.2,Experimental
126455.1,Folk
126455.0,Folk
126455.2,Folk
126455.3,Folk
129055.0,Pop
129055.1,Pop
129055.3,Pop
129055.2,Pop
105717.3,Folk
105717.2,Folk
105717.0,Folk
105717.1,Folk
009155.2,Experimental
009155.3,Experimental
009155.1,Experimental
009155.0,Experimental
144935.3,Pop
144935.2,Pop
144935.0,Pop
144935.1,Pop
089473.0,Hip-Hop
089473.1,Hip-Hop
089473.3,Hip-Hop
089473.2,Hip-Hop
052044.3,Pop
052044.2,Pop
052044.0,Pop
052044.1,Pop
131453.1,Pop
131453.0,Pop
131453.2,Pop
131453.3,Pop
129816.0,International
129816.1,International
129816.3,International
129816.2,International
067363.2,Pop
067363.3,Pop
067363.1,Pop
067363.0,Pop
121594.1,Pop
121594.0,Pop
121594.2,Pop
121594.3,Pop
101112.0,International
101112.1,International
101112.3,International
101112.2,International
101951.0,Rock
101951.1,Rock
101951.3,Rock
101951.2,Rock
056641.0,Hip-Hop
056641.1,Hip-Hop
056641.3,Hip-Hop
056641.2,Hip-Hop
150265.0,Instrumental
150265.1,Instrumental
150265.3,Instrumental
150265.2,Instrumental
107659.2,Rock
107659.3,Rock
107659.1,Rock
107659.0,Rock
112529.2,Rock
112529.3,Rock
112529.1,Rock
112529.0,Rock
085791.1,Rock
085791.0,Rock
085791.2,Rock
085791.3,Rock
069726.3,Rock
069726.2,Rock
069726.0,Rock
069726.1,Rock
055572.0,Hip-Hop
055572.1,Hip-Hop
055572.3,Hip-Hop
055572.2,Hip-Hop
149626.1,Hip-Hop
149626.0,Hip-Hop
149626.2,Hip-Hop
149626.3,Hip-Hop
110441.0,Folk
110441.1,Folk
110441.3,Folk
110441.2,Folk
094635.2,Pop
094635.3,Pop
094635.1,Pop
094635.0,Pop
074546.2,Folk
074546.3,Folk
074546.1,Folk
074546.0,Folk
027547.2,Pop
027547.3,Pop
027547.1,Pop
027547.0,Pop
081194.2,Electronic
081194.3,Electronic
081194.1,Electronic
081194.0,Electronic
108496.1,Hip-Hop
108496.0,Hip-Hop
108496.2,Hip-Hop
108496.3,Hip-Hop
063191.2,Rock
063191.3,Rock
063191.1,Rock
063191.0,Rock
043517.3,International
043517.2,International
043517.0,International
043517.1,International
086484.2,Instrumental
086484.3,Instrumental
086484.1,Instrumental
086484.0,Instrumental
068538.1,Experimental
068538.0,Experimental
068538.2,Experimental
068538.3,Experimental
094099.3,Rock
094099.2,Rock
094099.0,Rock
094099.1,Rock
019420.1,Pop
019420.0,Pop
019420.2,Pop
019420.3,Pop
115262.0,International
115262.1,International
115262.3,International
115262.2,International
108841.1,Hip-Hop
108841.0,Hip-Hop
108841.2,Hip-Hop
108841.3,Hip-Hop
139520.3,Folk
139520.2,Folk
139520.0,Folk
139520.1,Folk
064856.2,Experimental
064856.3,Experimental
064856.1,Experimental
064856.0,Experimental
069763.3,Folk
069763.2,Folk
069763.0,Folk
069763.1,Folk
129875.3,International
129875.2,International
129875.0,International
129875.1,International
128484.0,Pop
128484.1,Pop
128484.3,Pop
128484.2,Pop
124391.2,Rock
124391.3,Rock
124391.1,Rock
124391.0,Rock
114201.3,Rock
114201.2,Rock
114201.0,Rock
114201.1,Rock
053807.3,Rock
053807.2,Rock
053807.0,Rock
053807.1,Rock
054554.3,Experimental
